,count,unique,top,freq,mean,std,min,25%,50%,75%,max
2014-02-02,42372.0,,,,7.2745012453447275,65.42279589701432,0.0,0.0,3.36,8.61,10440.0
2014-02-03,42372.0,,,,7.407940948159984,65.62202553841256,0.0,0.0,3.43,8.74,10440.0
2014-02-04,42372.0,,,,7.541041275916239,65.7294142185171,0.0,0.0,3.52,8.9,10440.0
2014-02-05,42372.0,,,,7.721698789425178,66.27338537155902,0.0,0.0,3.52,9.06,10440.0
2014-02-06,42372.0,,,,7.821410395259236,66.22453437735138,0.0,0.0,3.74,9.21,10440.0
2014-02-07,42372.0,,,,7.854836070196075,66.45444532363757,0.0,0.0,3.71,9.19,10440.0
2014-02-08,42372.0,,,,8.047018707277728,66.79445440851843,0.0,0.00975,3.84,9.38,10440.0
2014-02-09,42372.0,,,,8.209269549778051,67.05065227518259,0.0,0.0,3.87,9.6,10440.0
2014-02-10,42372.0,,,,8.454121638384297,67.45192745608392,0.0,0.01,4.01,9.78,10440.0
2014-02-11,42372.0,,,,8.371095883131387,66.61895998834721,0.0,0.0,3.9,9.77,10440.0
2014-02-12,42372.0,,,,8.396548570515801,66.91154186633966,0.0,0.0,3.9,9.79,10440.0
2014-02-13,42372.0,,,,8.554093462872622,68.35319474666564,0.0,0.0,3.89,9.82,10440.0
2014-02-14,42372.0,,,,8.443601444061693,66.91170266866155,0.0,0.0,3.92,9.93,10440.0
2014-02-15,42372.0,,,,8.439106073981055,66.65750116611163,0.0,0.0,3.91,9.81,10440.0
2014-02-16,42372.0,,,,8.383637891665924,67.19111558059366,0.0,0.0,3.88,9.71,10440.0
2014-02-17,42372.0,,,,8.091029687638342,68.15520806191691,0.0,0.0,3.72,9.14,10440.0
2014-02-18,42372.0,,,,7.960690626580527,68.27805129306442,0.0,0.0,3.51,8.93,10440.0
2014-02-19,42372.0,,,,8.162345307843681,67.62008210845035,0.0,0.0,3.75,9.25,10440.0
2014-02-20,42372.0,,,,8.349090958466146,67.36160505304458,0.0,0.39,3.99,9.41,10440.0
2014-02-21,42372.0,,,,8.523871960248824,68.92372839275096,0.0,0.47,4.1,9.36,10440.0
2014-02-22,42372.0,,,,8.51237349075308,69.6062804625569,0.0,0.5,4.13,9.4,10440.0
2014-02-23,42372.0,,,,8.452802390100302,68.76647076587238,0.0,0.52,4.15,9.36,10440.0
2014-02-24,42372.0,,,,8.12065212708661,66.64189398835988,0.0,0.53,4.05,9.0,10440.0
2014-02-25,42372.0,,,,8.222563233800878,68.9411426818319,0.0,0.54,4.07,8.91,10440.0
2014-02-26,42372.0,,,,8.226624481644716,68.81532256423503,0.0,0.53,4.08,8.89,10440.0
2014-02-27,42372.0,,,,9.054015421388488,75.67157787689216,0.0,0.55,4.09,8.9,10440.0
2014-02-28,42372.0,,,,9.720623979464728,87.34642992675921,0.0,0.56,4.11,8.9,10440.0
2014-03-01,42372.0,,,,8.27930347191965,67.5288481961903,0.0,0.58,4.2,9.08,10440.0
2014-03-02,42372.0,,,,8.545584008565179,68.3712598779019,0.0,0.59,4.34,9.44,10440.0
2014-03-03,42372.0,,,,8.442541581851795,68.78297105438438,0.0,0.59,4.225,9.22,10440.0
2014-03-04,42372.0,,,,8.718735862395194,75.65158817931393,0.0,0.59,4.23,9.25,10440.0
2014-03-05,42372.0,,,,8.775280608550167,71.7710270850871,0.0,0.59,4.27,9.35,10440.0
2014-03-06,42372.0,,,,8.76613640074109,70.25891122278968,0.0,0.59,4.33,9.56,10440.0
2014-03-07,42372.0,,,,8.879425221283396,71.55668513270263,0.0,0.59,4.35,9.64,10440.0
2014-03-08,42372.0,,,,9.015238533969644,71.3121312679193,0.0,0.59,4.45,9.91,10440.0
2014-03-09,42372.0,,,,8.982969409212725,69.44827738862847,0.0,0.59,4.5,10.05,10440.0
2014-03-10,42372.0,,,,8.672449532596998,67.71439192442364,0.0,0.59,4.35,9.588589552238805,10440.0
2014-03-11,42372.0,,,,8.763960161516083,68.52286978877564,0.0,0.59,4.37,9.6,10440.0
2014-03-12,42372.0,,,,8.983323332986243,75.34908533432527,0.0,0.5901704545454546,4.34,9.612499999999999,10440.0
2014-03-13,42372.0,,,,8.758082702753963,70.8639506077776,0.0,0.59,4.27,9.33,10440.0
2014-03-14,42372.0,,,,9.082144921560833,77.37261106602807,0.0,0.59,4.27,9.28,10440.0
2014-03-15,42372.0,,,,8.94524747460909,71.63161025821432,0.0,0.59,4.3,9.42,10440.0
2014-03-16,42372.0,,,,15.537060399420886,205.55620481313994,0.0,0.59,4.38,9.64,17812.3
2014-03-17,42372.0,,,,15.064242165637543,189.46986831952273,0.0,0.59,4.19,9.0825,11534.39
2014-03-18,42372.0,,,,11.946015439322931,284.8243754659792,0.0,0.59,4.16,8.93,53532.0
2014-03-19,42372.0,,,,10.945356258779418,167.82422886951386,0.0,0.585,4.12,8.82,26767.505
2014-03-20,42372.0,,,,8.774899332905402,82.69124353817318,0.0,0.59,4.1,8.79,10440.0
2014-03-21,42372.0,,,,8.768428210404307,82.88476267782839,0.0,0.5727649253731343,4.14,8.95,10440.0
2014-03-22,42372.0,,,,8.800976324388902,80.7482107222794,0.0,0.56,4.16,9.11,10440.0
2014-03-23,42372.0,,,,8.781195310067696,78.06384525959272,0.0,0.5897916666666667,4.22,9.25,10440.0
2014-03-24,42372.0,,,,8.522501227083339,77.12506713517814,0.0,0.57,4.09,8.79,10440.0
2014-03-25,42372.0,,,,8.604433282896139,79.31058432849342,0.0,0.57,4.09,8.77,10440.0
2014-03-26,42372.0,,,,8.45164408158009,76.74102662108734,0.0,0.58,4.08,8.66,10440.0
2014-03-27,42372.0,,,,10.739603160342119,140.18132649280614,0.0,0.59,4.05,8.56,10917.35
2014-03-28,42372.0,,,,8.57507706436124,78.66560813226722,0.0,0.59,4.05,8.56,10440.0
2014-03-29,42372.0,,,,8.696525707730487,77.13356789148274,0.0,0.59,4.13,8.72,10440.0
2014-03-30,42372.0,,,,8.77543675791792,77.37634111406638,0.0,0.6,4.15,8.81,10440.0
2014-03-31,42372.0,,,,8.768808399902582,76.7324375536392,0.0,0.6,4.11,8.74,10440.0
2014-04-01,42372.0,,,,10.936763176625549,109.26309569371325,0.0,0.59,4.16,8.86,10440.0
2014-04-02,42372.0,,,,16.57703822029064,234.56009361925035,0.0,0.6,4.17,8.8925,18526.38
2014-04-03,42372.0,,,,15.32179781482864,248.46806929942375,0.0,0.6174999999999999,4.16,8.86,14425.34
2014-04-04,42372.0,,,,8.600619332027318,74.81925715223153,0.0,0.64,4.23,8.86,10440.0
2014-04-05,42372.0,,,,8.456107310408814,73.15987529328953,0.0,0.61,4.23,8.98,10440.0
2014-04-06,42372.0,,,,8.414730750724935,71.43521844378556,0.0,0.62,4.17,8.9325,10440.0
2014-04-07,42372.0,,,,8.597699772642246,71.91108774719771,0.0,0.61,4.25,9.16,10440.0
2014-04-08,42372.0,,,,8.51881141731814,73.0690112285,0.0,0.6,4.14,8.83,10440.0
2014-04-09,42372.0,,,,8.475200900961497,72.98160715418206,0.0,0.6,4.08,8.71,10440.0
2014-04-10,42372.0,,,,8.363030845127346,72.03903483165742,0.0,0.61,4.06,8.612499999999999,10440.0
2014-04-11,42372.0,,,,8.307608789757495,71.25961104640173,0.0,0.61,4.06,8.55,10440.0
2014-04-12,42372.0,,,,8.423940097643914,71.67123542523785,0.0,0.62,4.1,8.64,10440.0
2014-04-13,42372.0,,,,8.547676617789516,72.55356646413613,0.0,0.62,4.17,8.72,10440.0
2014-04-14,42372.0,,,,9.037825636142221,154.6993906195043,0.0,0.61,4.02,8.33,28006.91
2014-04-15,42372.0,,,,9.712239512763345,282.06118958670027,0.0,0.59,4.01,8.39,55964.07
2014-04-16,42372.0,,,,8.322643791080854,74.2053653832877,0.0,0.6,4.01,8.37,10440.0
2014-04-17,42372.0,,,,8.303194160617434,72.52303040682341,0.0,0.6030470588235294,4.04,8.39,10440.0
2014-04-18,42372.0,,,,8.460805712243845,74.61782063795314,0.0,0.62,4.04,8.38,10440.0
2014-04-19,42372.0,,,,8.456553046151535,73.32770981869567,0.0,0.61,4.08,8.47,10440.0
2014-04-20,42372.0,,,,8.244994660484197,69.2867806529574,0.0,0.6,4.096774193548386,8.55,10440.0
2014-04-21,42372.0,,,,8.207107041098565,71.32992900113632,0.0,0.5853858024691359,3.97,8.25,10440.0
2014-04-22,42372.0,,,,8.296131266550267,73.04847662652689,0.0,0.59,3.94,8.32,10440.0
2014-04-23,42372.0,,,,8.307942036686415,72.73747578005113,0.0,0.58,3.97,8.44,10440.0
2014-04-24,42372.0,,,,8.332735426710038,72.59907138113583,0.0,0.55,3.94,8.42,10440.0
2014-04-25,42372.0,,,,8.292572364570713,71.69477669059786,0.0,0.5841071428571428,4.01,8.45375,10440.0
2014-04-26,42372.0,,,,8.287009072649163,70.75286265291834,0.0,0.59,4.07,8.61,10440.0
2014-04-27,42372.0,,,,8.31263749839787,69.70096128977721,0.0,0.6,4.14,8.65,10440.0
2014-04-28,42372.0,,,,8.082674916764306,67.48073731236859,0.0,0.6,3.98,8.2625,10440.0
2014-04-29,42372.0,,,,8.519782874058597,81.62181603806495,0.0,0.59,3.96,8.3,10440.0
2014-04-30,42372.0,,,,8.66944011887851,82.04120822711637,0.0,0.6,4.04,8.45,10440.0
2014-05-01,42372.0,,,,8.513507542285677,76.78766285997239,0.0,0.57,4.05,8.62,10440.0
2014-05-02,42372.0,,,,8.830129885137364,147.44438766532662,0.0,0.59,4.02,8.5,26857.59
2014-05-03,42372.0,,,,8.741591399640635,119.1135923166605,0.0,0.6192857142857143,4.1,8.51,20143.545
2014-05-04,42372.0,,,,8.609427289817864,98.27591179027371,0.0,0.61,4.03,8.37,13429.5
2014-05-05,42372.0,,,,8.409006757630715,80.24179472700673,0.0,0.6,4.01,8.36,10440.0
2014-05-06,42372.0,,,,14.379019175801975,1145.8842507091906,0.0,0.6,3.99,8.41,233696.4
2014-05-07,42372.0,,,,20.615804030234948,2285.2143415706446,0.0,0.59,4.05,8.54,466714.4
2014-05-08,42372.0,,,,8.334136876088673,73.55388738599645,0.0,0.6,4.03,8.45,10440.0
2014-05-09,42372.0,,,,8.338522908085965,73.24312926145264,0.0,0.59,4.03,8.44,10440.0
2014-05-10,42372.0,,,,8.342489236968584,71.51399678427427,0.0,0.59,4.1,8.68,10440.0
2014-05-11,42372.0,,,,8.44090383989806,70.41515692390745,0.0,0.61,4.22,8.8525,10440.0
2014-05-12,42372.0,,,,9.495009650285402,171.49124240761114,0.0,0.61,4.08,8.48,29910.91
2014-05-13,42372.0,,,,8.399684231664214,74.40338507368169,0.0,0.62,4.09,8.5,10440.0
2014-05-14,42372.0,,,,8.541437630470787,77.27700371745334,0.0,0.62,4.16,8.66,10440.0
2014-05-15,42372.0,,,,8.382562399934688,72.2559464508621,0.0,0.59,4.1,8.47,10440.0
2014-05-16,42372.0,,,,8.175524948287073,68.40524665769526,0.0,0.6,4.04,8.36,10440.0
2014-05-17,42372.0,,,,8.344236136311974,68.30803428859468,0.0,0.6,4.15,8.65,10440.0
2014-05-18,42372.0,,,,8.384882580256178,67.09128725962275,0.0,0.62,4.21,8.81,10440.0
2014-05-19,42372.0,,,,8.268291375523898,68.84638266074792,0.0,0.61,4.08,8.49,10440.0
2014-05-20,42372.0,,,,8.514431017607643,71.79513498584141,0.0,0.62,4.12,8.63,10440.0
2014-05-21,42372.0,,,,8.330737511082667,70.89755472094687,0.0,0.62,4.03,8.42,10440.0
2014-05-22,42372.0,,,,8.162801630367696,69.42436822483533,0.0,0.59,3.99,8.38,10440.0
2014-05-23,42372.0,,,,8.838626943099685,104.56728421043243,0.0,0.59,4.03,8.42,11020.26
2014-05-24,42372.0,,,,8.339545350325038,69.93003294038837,0.0,0.6,4.14,8.63,10440.0
2014-05-25,42372.0,,,,8.507314608220419,66.78154213392129,0.0,0.63,4.28,8.92108024691358,10440.0
2014-05-26,42372.0,,,,8.50180632922594,68.25766149177385,0.0,0.64,4.16,8.73,10440.0
2014-05-27,42372.0,,,,8.610883446237763,67.93797013797179,0.0,0.65,4.23,8.84,10440.0
2014-05-28,42372.0,,,,8.756290932339923,69.6023490022737,0.0,0.6526162790697674,4.29,9.02,10440.0
2014-05-29,42372.0,,,,8.667446427130143,67.69700061638342,0.0,0.67,4.23,8.86,10440.0
2014-05-30,42372.0,,,,8.66070690700889,69.59551435316281,0.0,0.67,4.24,8.8525,10440.0
2014-05-31,42372.0,,,,8.600122082835822,69.47468319349558,0.0,0.64,4.28,8.95,10440.0
2014-06-01,42372.0,,,,8.866390343228534,68.84559471479703,0.0,0.65,4.46,9.35,10440.0
2014-06-02,42372.0,,,,9.115462162112774,66.86542372994111,0.0,0.68,4.69,9.97,10440.0
2014-06-03,42372.0,,,,8.777132712508815,67.41859305229275,0.0,0.68,4.35,9.09,10440.0
2014-06-04,42372.0,,,,8.928582315829809,67.96267180795196,0.0,0.69,4.37,9.19,10440.0
2014-06-05,42372.0,,,,9.057074927697744,71.93920771773698,0.0,0.69,4.37,9.21,10440.0
2014-06-06,42372.0,,,,8.663284446470666,67.861599343529,0.0,0.67,4.31,8.87,10440.0
2014-06-07,42372.0,,,,8.79372644278622,72.10564378244523,0.0,0.67,4.34,9.0425,10440.0
2014-06-08,42372.0,,,,8.818722266457472,72.12953455397607,0.0,0.67,4.33,9.0125,10440.0
2014-06-09,42372.0,,,,8.748091515088644,70.09569600193805,0.0,0.67,4.23,8.8,10440.0
2014-06-10,42372.0,,,,8.971458550000115,75.23304553824826,0.0,0.68,4.32,9.07,10440.0
2014-06-11,42372.0,,,,8.91053951795292,71.04702824808808,0.0,0.67,4.26,9.040784641068447,10440.0
2014-06-12,42372.0,,,,8.725321186105436,66.76178651738088,0.0,0.68,4.27,8.94,10440.0
2014-06-13,42372.0,,,,8.832237367411562,70.8205118820462,0.0,0.68,4.26,8.9,10440.0
2014-06-14,42372.0,,,,9.097427480028173,73.60173153796043,0.0,0.67,4.36,9.19,10440.0
2014-06-15,42372.0,,,,9.023049784420257,72.66372161567996,0.0,0.66,4.4,9.27,10440.0
2014-06-16,42372.0,,,,8.684591465763546,70.00073186082774,0.0,0.63,4.23,8.93,10440.0
2014-06-17,42372.0,,,,9.222387928299733,73.10791805687133,0.0,0.68,4.41,9.36,10440.0
2014-06-18,42372.0,,,,9.24807823366993,72.27460893875073,0.0,0.69,4.43,9.42,10440.0
2014-06-19,42372.0,,,,9.306535699613814,71.482406378911,0.0,0.68,4.46,9.57,10440.0
2014-06-20,42372.0,,,,9.512194106857127,71.98040486272075,0.0,0.68,4.53,9.710909090909091,10440.0
2014-06-21,42372.0,,,,9.841319364940839,71.60732324496651,0.0,0.68,4.68,10.2925,10440.0
2014-06-22,42372.0,,,,9.943623167680492,70.07079542578849,0.0,0.69,4.73,10.45,10440.0
2014-06-23,42372.0,,,,9.575063366523809,74.57729756692062,0.0,0.68,4.51,9.73,10440.0
2014-06-24,42372.0,,,,9.070558773630031,73.34773585352316,0.0,0.67,4.34,9.14,10440.0
2014-06-25,42372.0,,,,9.398252644983781,75.35174936242474,0.0,0.68,4.46,9.33,10440.0
2014-06-26,42372.0,,,,9.865077921489165,77.06630307435071,0.0,0.69,4.59,10.0,10440.0
2014-06-27,42372.0,,,,10.23923034520302,73.97128917457715,0.0,0.7,4.79,10.67,10440.0
2014-06-28,42372.0,,,,10.231120682882748,71.75290777965468,0.0,0.7,4.77,10.9,10440.0
2014-06-29,42372.0,,,,25.413709089977377,3175.4778254467906,0.0,0.69,4.715254237288136,10.56,653502.79
2014-06-30,42372.0,,,,17.93262409441421,1589.2098543990378,0.0,0.7,4.772882882882882,10.74,326753.54000000004
2014-07-01,42372.0,,,,10.617172852769077,73.35779367414193,0.0,0.73,4.91,11.3,10440.0
2014-07-02,42372.0,,,,10.88655176962696,71.31829462690108,0.0,0.71,4.99,11.86,10440.0
2014-07-03,42372.0,,,,11.213153068728278,75.43046171510902,0.0,0.72,5.03,12.08,10440.0
2014-07-04,42372.0,,,,11.139809915826806,73.01317726796263,0.0,0.7025,5.08,12.26,10440.0
2014-07-05,42372.0,,,,11.32495174867205,73.17892986491037,0.0,0.73,5.15,12.47,10440.0
2014-07-06,42372.0,,,,11.353136227969241,72.1597036249689,0.0,0.72,5.08,12.531828358208955,10440.0
2014-07-07,42372.0,,,,11.151146356712074,70.3288557100226,0.0,0.73,5.11,12.23,10440.0
2014-07-08,42372.0,,,,11.234277676105139,72.68849299135752,0.0,0.73,5.11,12.24,10440.0
2014-07-09,42372.0,,,,11.525493459524647,75.83758693036805,0.0,0.72,5.16,12.62,10440.0
2014-07-10,42372.0,,,,24.895327441610274,2694.9103899086226,0.0,0.74,5.27,13.12,554535.44
2014-07-11,42372.0,,,,33.43680613400425,3389.05742005593,0.0,0.73,5.25,13.17,640000.0
2014-07-12,42372.0,,,,23.524308207363582,2334.20972247984,0.0,0.73,5.28,13.39,480000.0
2014-07-13,42372.0,,,,19.756563180907015,1556.8468846129826,0.0,0.74,5.29,13.532499999999999,320000.0
2014-07-14,42372.0,,,,15.211555343848332,780.4058223956824,0.0,0.7375,5.16,12.79,160000.0
2014-07-15,42372.0,,,,11.303362379658605,72.44575271877493,0.0,0.71,5.1,12.44,10440.0
2014-07-16,42372.0,,,,11.802587430203355,82.89731510298472,0.0,0.71,5.21,12.71,10440.0
2014-07-17,42372.0,,,,11.77870569443669,78.82621909379282,0.0,0.73,5.23,12.76,10440.0
2014-07-18,42372.0,,,,11.448197098663021,74.1541574758881,0.0,0.71,5.16,12.547638888888889,10440.0
2014-07-19,42372.0,,,,11.107971328764435,73.51435753842239,0.0,0.72,5.13,12.23,10440.0
2014-07-20,42372.0,,,,11.135367734512695,72.99916418392054,0.0,0.7,5.14,12.44,10440.0
2014-07-21,42372.0,,,,11.303846383121218,71.29414789381306,0.0,0.72,5.17,12.56,10440.0
2014-07-22,42372.0,,,,11.302740667223613,71.43319156388954,0.0,0.72,5.13,12.56,10440.0
2014-07-23,42372.0,,,,10.284137527811678,74.21378355656128,0.0,0.6575,4.81,11.11,10440.0
2014-07-24,42372.0,,,,9.208812407450964,73.31322983971855,0.0,0.63,4.4,9.53,10440.0
2014-07-25,42372.0,,,,9.819716455417538,70.83810828763609,0.0,0.69,4.66,10.23,10440.0
2014-07-26,42372.0,,,,10.50738914377057,74.72371510291154,0.0,0.69,4.86,11.12,10440.0
2014-07-27,42372.0,,,,10.934513763626326,72.2708425035174,0.0,0.7,5.05,11.919594594594592,10440.0
2014-07-28,42372.0,,,,10.920118882115743,69.28025592348509,0.0,0.7,5.1,12.04,10440.0
2014-07-29,42372.0,,,,10.97610028825631,72.9534549489752,0.0,0.7,5.05,12.04,10440.0
2014-07-30,42372.0,,,,11.244284722189104,73.60413312544941,0.0,0.71,5.12,12.301847290640394,10440.0
2014-07-31,42372.0,,,,11.46549408274653,72.61138957710278,0.0,0.72,5.22,12.753563432835822,10440.0
2014-08-01,42372.0,,,,11.554929373642937,72.53133032704899,0.0,0.72,5.22,12.87,10440.0
2014-08-02,42372.0,,,,11.559681730793107,68.29141619630508,0.0,0.73,5.29,13.04,10440.0
2014-08-03,42372.0,,,,11.556797035420526,69.10515661931296,0.0,0.7393234836702954,5.26,13.022499999999999,10440.0
2014-08-04,42372.0,,,,11.479030680745014,70.53211538283131,0.0,0.75,5.23,12.73,10440.0
2014-08-05,42372.0,,,,11.684316436336038,74.29330501769567,0.0,0.72,5.24,12.9625,10440.0
2014-08-06,42372.0,,,,11.626517563861965,76.8937623775954,0.0,0.7331284916201117,5.3,12.89,10440.0
2014-08-07,42372.0,,,,11.660274788371774,76.1699298625817,0.0,0.76,5.29,12.88,10440.0
2014-08-08,42372.0,,,,11.72355946327788,76.9106167215309,0.0,0.77,5.35,12.94,10440.0
2014-08-09,42372.0,,,,11.609726576480567,73.2330680489464,0.0,0.7821571906354515,5.37,13.01,10440.0
2014-08-10,42372.0,,,,11.12013436611654,68.66584158161403,0.0,0.76,5.27,12.49,10440.0
2014-08-11,42372.0,,,,10.860600770223382,67.73216656124237,0.0,0.76,5.13,12.04,10440.0
2014-08-12,42372.0,,,,10.603846992670055,70.87608621239013,0.0,0.73,5.0,11.45,10440.0
2014-08-13,42372.0,,,,9.875704489614739,68.51208551659181,0.0,0.71,4.7,10.45,10440.0
2014-08-14,42372.0,,,,10.286282884163509,76.22297937952303,0.0,0.7,4.78,10.79,10440.0
2014-08-15,42372.0,,,,10.565063824885582,75.56212904637093,0.0,0.71,4.9,11.26,10440.0
2014-08-16,42372.0,,,,10.92508462734019,74.66260548363071,0.0,0.72,5.07,11.97,10440.0
2014-08-17,42372.0,,,,10.737930774530355,69.9267089929774,0.0,0.7,5.02,11.87,10440.0
2014-08-18,42372.0,,,,10.564727386694678,71.1290734530298,0.0,0.72,4.96,11.38,10440.0
2014-08-19,42372.0,,,,9.857038190532986,74.31387396440647,0.0,0.7,4.71,10.43,10440.0
2014-08-20,42372.0,,,,9.401155285211301,73.34772271859232,0.0,0.69,4.52,9.745309701492538,10440.0
2014-08-21,42372.0,,,,9.661963387621775,71.21648516260296,0.0,0.7,4.64,10.1,10440.0
2014-08-22,42372.0,,,,10.074740933712357,68.62570822236604,0.0,0.71,4.79,10.77,10440.0
2014-08-23,42372.0,,,,10.466991781983438,70.50003232362647,0.0,0.73,4.93,11.38,10440.0
2014-08-24,42372.0,,,,10.616122748259532,71.1558381607485,0.0,0.72,4.97,11.76,10440.0
2014-08-25,42372.0,,,,10.891296985756847,70.78171895551404,0.0,0.74,5.09,12.01,10440.0
2014-08-26,42372.0,,,,11.054388543836396,72.54907282436463,0.0,0.74,5.15,12.17,10440.0
2014-08-27,42372.0,,,,11.072005114683824,75.56101406778534,0.0,0.75,5.16,12.122499999999999,10440.0
2014-08-28,42372.0,,,,10.882663318766243,71.87291041142022,0.0,0.7,5.09,11.99,10440.0
2014-08-29,42372.0,,,,10.793436031419898,73.54491254201479,0.0,0.74,5.03,11.71,10440.0
2014-08-30,42372.0,,,,10.981276637161562,73.78900543570319,0.0,0.75,5.12,11.98,10440.0
2014-08-31,42372.0,,,,10.909719392985874,72.42124254058749,0.0,0.75,5.11,11.97,10440.0
2014-09-01,42372.0,,,,10.706162854433737,68.84021055640295,0.0,0.72,5.0,11.77,10440.0
2014-09-02,42372.0,,,,10.792221814415202,76.02093046871528,0.0,0.76,5.0,11.68,10440.0
2014-09-03,42372.0,,,,10.66405928669633,74.65117986337567,0.0,0.77,4.96,11.4525,10440.0
2014-09-04,42372.0,,,,10.182363130460358,74.52428965279427,0.0,0.75,4.78,10.68,10440.0
2014-09-05,42372.0,,,,10.15959472934655,69.90898023712727,0.0,0.77,4.82,10.72,10440.0
2014-09-06,42372.0,,,,10.838365295351949,78.11039423527203,0.0,0.76,5.06,11.64,10440.0
2014-09-07,42372.0,,,,11.115767582906743,72.8542673994279,0.0,0.77,5.18,12.23,10440.0
2014-09-08,42372.0,,,,11.210958454785986,67.0872587590962,0.0,0.75,5.39,12.94,10440.0
2014-09-09,42372.0,,,,11.067871149400816,68.3053988291841,0.0,0.78,5.19,12.34,10440.0
2014-09-10,42372.0,,,,11.141774641667698,71.72356690223943,0.0,0.78,5.14,12.26,10440.0
2014-09-11,42372.0,,,,11.010729981297395,76.51104618785745,0.0,0.78,5.12,11.98,10440.0
2014-09-12,42372.0,,,,11.325502964239774,85.76909628581036,0.0,0.77,5.1,11.94,10440.0
2014-09-13,42372.0,,,,11.756733723947256,94.09121392211209,0.0,0.73,5.14,12.47,10440.0
2014-09-14,42372.0,,,,11.489539524789073,89.63287025219137,0.0,0.74,5.09,12.04,10440.0
2014-09-15,42372.0,,,,10.685691764834568,83.60181283560931,0.0,0.75,4.82,11.02,10440.0
2014-09-16,42372.0,,,,10.78159754209716,80.76412061169333,0.0,0.76,4.89,11.22,10440.0
2014-09-17,42372.0,,,,10.835569810692874,77.43261332431608,0.0,0.72,4.9,11.33,10440.0
2014-09-18,42372.0,,,,10.97985315574819,75.42776243999148,0.0,0.76,4.98,11.72,10440.0
2014-09-19,42372.0,,,,10.708946985505072,74.3932618827391,0.0,0.77,4.92,11.36,10440.0
